0 1.598089e-01
10 9.280758e-02
20 5.209405e-02
30 2.927158e-02
40 1.646189e-02
50 9.262505e-03
60 5.213137e-03
70 2.934536e-03
80 1.652038e-03
90 9.300922e-04
