2.081801589310060676e-31 1.879500887671468224e-30 1.591944417688631378e-29 1.265290963130427106e-28 9.439134214671384406e-28 6.610932291792625429e-27 4.348097814500349267e-26 2.686378241055156658e-25 1.559551222615141276e-24 8.510173617821184083e-24 4.366500739830337602e-23 2.107382744657751478e-22 9.570503124885056070e-22 4.091498276679804700e-21 1.647285138236718937e-20 6.248616472880157890e-20 2.234211459520652273e-19 7.533428895991833156e-19 2.396608319920191215e-18 7.196968951397425313e-18 2.041107703013511329e-17 5.469701836427662499e-17 1.385675617783953753e-16 3.320307649652748397e-16 7.528895783713915034e-16 1.616350274901577252e-15 3.287021577935518299e-15 6.334900618514916037e-15 1.157575462081371669e-14 2.006444323244249490e-14 3.300368500551201469e-14 5.153910942528769671e-14 7.644054530924835289e-14 1.077176739111701819e-13 1.442713456402056632e-13 1.837152480341655744e-13 2.224905172662729891e-13 2.563266122491047128e-13 2.809896280130649387e-13 2.931444957120110914e-13 2.910908694575650365e-13 2.751500144749312254e-13 2.475824555170744023e-13 2.120654471963577203e-13 1.728956619935924667e-13 1.341529875588642170e-13 9.904444365939602119e-14 6.955990273002155092e-14 4.645663715565545704e-14 2.949405277783397254e-14 1.779246893222054679e-14 1.019417591913193693e-14 5.544545478858492793e-15 2.861206118307747924e-15 1.400115314867073403e-15 6.493301172333044894e-16 2.852372098823659846e-16 1.186140543864045407e-16 4.666665704997440238e-17 1.736087728119956950e-17 6.103643112329846498e-18 2.026854613093002040e-18 6.353924455497591592e-19 1.879423772926484752e-19 5.242708121431047033e-20 1.378568244225383098e-20 3.415421850583579664e-21 7.969195638442251849e-22 1.750483430479425076e-22 3.618286748143192826e-23 7.035357799273917998e-24 1.286331672812329917e-24 2.210838638151897005e-25 3.570757816521207269e-26 5.417924717748370005e-27 7.720625189748793147e-28 1.033009030169258629e-28 1.297419308974172942e-29 1.529257384945998139e-30 1.691261939256438020e-31
1.877009697319658694e-30 1.681569524914852536e-29 1.413060386922683563e-28 1.114037528682235469e-27 8.242052218902687108e-27 5.723722279487086318e-26 3.732062614674048530e-25 2.285465231618460612e-24 1.314899895163728117e-23 7.109667441355016883e-23 3.614096963127856164e-22 1.727861467539251690e-21 7.772318339729748143e-21 3.290847768664316577e-20 1.312116335535133550e-19 4.928835693191390232e-19 1.745145437660483241e-18 5.827053536338977708e-18 1.835766171869314320e-17 5.459622176445870695e-17 1.533608301448175464e-16 4.071039605444948468e-16 1.021807103094939431e-15 2.426268868168786106e-15 5.453154275810420366e-15 1.160714576971117441e-14 2.340982838732266516e-14 4.475977525694042134e-14 8.117283098320329385e-14 1.396936296682318097e-13 2.282383564770987467e-13 3.541947481708668750e-13 5.223047702445989762e-13 7.321700243745945212e-13 9.760530143720993440e-13 1.237839449292821555e-12 1.493920983366084437e-12 1.716293308789324362e-12 1.877445536850612824e-12 1.955903834158825221e-12 1.940899066912753915e-12 1.834767317001718367e-12 1.652353761539703361e-12 1.417629381090140011e-12 1.158575852642373662e-12 9.018260916758886107e-13 6.684393679527871821e-13 4.716469223887368721e-13 3.166901265000401483e-13 2.022718074741760754e-13 1.228335439895866683e-13 7.088539137663586287e-14 3.885216918253508710e-14 2.021343311789877452e-14 9.976290705561290424e-15 4.668034111696340749e-15 2.069490583795863310e-15 8.687316619391920910e-16 3.450888343884839654e-16 1.296383759065008418e-16 4.602923093893257972e-17 1.543754915308919500e-17 4.887902125372847643e-18 1.460258994672209503e-18 4.114087025504503154e-19 1.092536023473654460e-19 2.733436708606943040e-20 6.440140174422619464e-21 1.428257561158022194e-21 2.980329191493732748e-22 5.849241754845959564e-23 1.079326995808481169e-23 1.871863959254103272e-24 3.050154411300327771e-25 4.668343479294887952e-26 6.709229685356075134e-27 9.051798002005116067e-28 1.146147553354040953e-28 1.361721238580735317e-29 1.517691331678606111e-30
1.587599984601817316e-29 1.411068288418363082e-28 1.176145045846997629e-27 9.195504200152415224e-27 6.745218623912260266e-26 4.643386950460481088e-25 3.000637822345534692e-24 1.820803046621778926e-23 1.037823672711119863e-22 5.558349864127411577e-22 2.798276217826456536e-21 1.324734006777937483e-20 5.899857511069942363e-20 2.472980148531804514e-19 9.760396619321217597e-19 3.629050120430552573e-18 1.271794417265916734e-17 4.203074824164553085e-17 1.310624932502257261e-16 3.858260219074268931e-16 1.072881138294172093e-15 2.819726786643042604e-15 7.008219538070821920e-15 1.648176193860978833e-14 3.669809404681938064e-14 7.740575608497463466e-14 1.547515060431501018e-13 2.934035806122783710e-13 5.278323402737953099e-13 9.014699169449750242e-13 1.462340696925569397e-12 2.254227247467319383e-12 3.303695694284402182e-12 4.605194652882426306e-12 6.108351242396825040e-12 7.712573476107121583e-12 9.273258617915954576e-12 1.062103434177202528e-11 1.159121864140630711e-11 1.205662660669285500e-11 1.195475711967124130e-11 1.130139349506083244e-11 1.018659435488414225e-11 8.754477227424838855e-12 7.173003058254421978e-12 5.602380584202611843e-12 4.170054059725470133e-12 2.957134622554161210e-12 1.997061751575805901e-12 1.283819253093433800e-12 7.852047822844729222e-13 4.566472608138380757e-13 2.523664467339962833e-13 1.324510063741030739e-13 6.597238718542566978e-14 3.116428267294114200e-14 1.395220010764711011e-14 5.915923644131510913e-15 2.374127794134654482e-15 9.011570866796654831e-16 3.233199730472662882e-16 1.095796100220039624e-16 3.506157867686064629e-17 1.058491529262258503e-17 3.013408484586403801e-18 8.085647923448958568e-19 2.043809531574784037e-19 4.864390035356702406e-20 1.089640513439851728e-20 2.296255417304297503e-21 4.550560961852354171e-22 8.477218201185637975e-23 1.483990969325092317e-23 2.440360512349638299e-24 3.768653023876037334e-25 5.463881072117898464e-26 7.435004719789360576e-27 9.493281383970754842e-28 1.137115318394523692e-28 1.277471129638845220e-29
1.259959636905647015e-28 1.110800619756677401e-27 9.181683824187017828e-27 7.117230856108637514e-26 5.174955640616151165e-25 3.530388831264368646e-24 2.260382129204470605e-23 1.358681876877497907e-22 7.669622794133759634e-22 4.067290267888893138e-21 2.027109174193179879e-20 9.498767059073262870e-20 4.186627465476861890e-19 1.736475718889408077e-18 6.780972807446504515e-18 2.494345232357043800e-17 8.647586695644564264e-17 2.827150239424874305e-16 8.721042522116410022e-16 2.539862733669799193e-15 6.987736053115093530e-15 1.817242411301713147e-14 4.469994427660420503e-14 1.040606677161791870e-13 2.294129651014067633e-13 4.792522348853175073e-13 9.492570777176389593e-13 1.783734336098092231e-12 3.181631424839158263e-12 5.389924435030196873e-12 8.676827051732400353e-12 1.328034243989616869e-11 1.933500164131100046e-11 2.679006262562097853e-11 3.534243256917683303e-11 4.441200927277688979e-11 5.318161737775043837e-11 6.070734022344943200e-11 6.608206324183098389e-11 6.861394553207422784e-11 6.797155075158858495e-11 6.425392090397921316e-11 5.796553710359313056e-11 4.990488591338574351e-11 4.100028536745664407e-11 3.213879968487016237e-11 2.403033763949619182e-11 1.713274088111069950e-11 1.164240398446230848e-11 7.536771447790821549e-12 4.645184312043438175e-12 2.724070925692163020e-12 1.518919450278911570e-12 8.047117764338746031e-13 4.047754572965176900e-13 1.931658448614763112e-13 8.739013274343806275e-14 3.745301909592274706e-14 1.519448316394017105e-14 5.831094480065781373e-15 2.115336351953537947e-15 7.249117812444121574e-16 2.345255847415912978e-16 7.158630010956996575e-17 2.060402384010529908e-17 5.588780091187131812e-18 1.427899929354082333e-18 3.434626722245332614e-19 7.774270666137789517e-20 1.655187480702363836e-20 3.313314508288533188e-21 6.233581408395726730e-22 1.101829414053641652e-22 1.829133368536825755e-23 2.850972809096931302e-24 4.170895819969123781e-25 5.725785745473103610e-26 7.373944693687866165e-27 8.906794856572319307e-28 1.008800681153140272e-28
9.384561136692105561e-28 8.205040330904423785e-27 6.724301250447594256e-26 5.166642474730036681e-25 3.722791218926504334e-24 2.516181061898431666e-23 1.595703684220169261e-22 9.498058741292456327e-22 5.308064990266414405e-21 2.786216518429504210e-20 1.374173566404145976e-19 6.370887862029693132e-19 2.777706901823315512e-18 1.139489506897530921e-17 4.400416864663903291e-17 1.600557785590218061e-16 5.486420528111522825e-16 1.773388558286743083e-15 5.408566280655237456e-15 1.557392941105134129e-14 4.236747706926078847e-14 1.089607767098588800e-13 2.650928393902632065e-13 6.105246092855074212e-13 1.331898091781025718e-12 2.754121243348554560e-12 5.401516889599256774e-12 1.005400424586728591e-11 1.777116452724601808e-11 2.984705359918549628e-11 4.765882242142057105e-11 7.239043588717149289e-11 1.046519177937339620e-10 1.440673370437630055e-10 1.889522518294905836e-10 2.362181711699463736e-10 2.816077573465202161e-10 3.202785474409330451e-10 3.476386642611361683e-10 3.602380706809891819e-10 3.564770169213026277e-10 3.369324556039154875e-10 3.042128968224895098e-10 2.623919893892498342e-10 2.161889039524296889e-10 1.701188035186579510e-10 1.278165456390592881e-10 9.165826329435942868e-11 6.270418142015698667e-11 4.089900691883028929e-11 2.541775353579149120e-11 1.504036071336780612e-11 8.467259767205478585e-12 4.531508298203857446e-12 2.303566408844545487e-12 1.111363759452103766e-12 5.084523182320756269e-13 2.204089192904380278e-13 9.045821556352312822e-14 3.512146719012215556e-14 1.289084668535304742e-14 4.469576221330093082e-15 1.462963546895090181e-15 4.517555673182269012e-16 1.315259510058682611e-16 3.608333865891863950e-17 9.322936940283528709e-18 2.267392364202199072e-18 5.188226560814711625e-19 1.116433291678976193e-19 2.258311743652244148e-20 4.292397099112461428e-21 7.663371280703922424e-22 1.284676871833508691e-22 2.021541319368002583e-23 2.985084858197453692e-24 4.135198094897452904e-25 5.372678723365788735e-26 6.545431822600317861e-27 7.475577467939558385e-28
6.561777033140863980e-27 5.688419103218090461e-26 4.621107570343685859e-25 3.518672515082723653e-24 2.511848208364573528e-23 1.681525615234514925e-22 1.055927047862156898e-21 6.221873149865858795e-21 3.441232927378330196e-20 1.787205811620531713e-19 8.719230487225346282e-19 3.997738974587389191e-18 1.723405235498597616e-17 6.989009976914059017e-17 2.667670992626943336e-16 9.589245680352624136e-16 3.248126234638512452e-15 1.037410886930671223e-14 3.126240793349292885e-14 8.894907102535146416e-14 2.391160531376675042e-13 6.077575129563751988e-13 1.461553464473320077e-12 3.327900513162133321e-12 7.179650591244938593e-12 1.468639376922570715e-11 2.850369359530195152e-11 5.252292227299323179e-11 9.194703859873033548e-11 1.530166158724546853e-10 2.422222384380700227e-10 3.649377940272917790e-10 5.236013188054632230e-10 7.158145749305583352e-10 9.329368888028749430e-10 1.159797952571397263e-09 1.375966806335282188e-09 1.558599218827536844e-09 1.686364862584379717e-09 1.743526507383323361e-09 1.723093256974134997e-09 1.628183308390893120e-09 1.471243610144463301e-09 1.271395274316823175e-09 1.050678046917626150e-09 8.301890746311198596e-10 6.270081372984335741e-10 4.524541658958190961e-10 3.117787662277521424e-10 2.050256066680723427e-10 1.285697741164084430e-10 7.682218794254306116e-11 4.369943100527510797e-11 2.364368511204251521e-11 1.215642889062543277e-11 5.934011779886768076e-12 2.747557898566080446e-12 1.205631781726461487e-12 5.009303087685552844e-13 1.969130343288740036e-13 7.317482539571752137e-14 2.568686680668059303e-14 8.511611913314345378e-15 2.660538976544404098e-15 7.839837199648000323e-16 2.176520220363740237e-16 5.689720094769925286e-17 1.399783997163690067e-17 3.239343471282888582e-18 7.048175556236210095e-19 1.441223858041266997e-19 2.768504887853387537e-20 4.994070241258289927e-21 8.456829950959293433e-22 1.343889079962581357e-22 2.003512415857719921e-23 2.801389175055309676e-24 3.672799542159510024e-25 4.514004598600839845e-26 5.199659572890880590e-27
4.308195505391094302e-26 3.702430594038075301e-25 2.980841505359664756e-24 2.248761092722680242e-23 1.590019055444159849e-22 1.053971542328568514e-21 6.551604205176046466e-21 3.820285696379205975e-20 2.090374233973458439e-19 1.073734826696987738e-18 5.179580167857249548e-18 2.347534226303073413e-17 1.000139561728653899e-16 4.007453222236508407e-16 1.511053627950232410e-15 5.364824051713514290e-15 1.794615961743683215e-14 5.660031189249219990e-14 1.684229429860253326e-13 4.731880433301070942e-13 1.256145582585158293e-12 3.153184649732014442e-12 7.490217633381134733e-12 1.685028505490116474e-11 3.592666059459311157e-11 7.265180797387496008e-11 1.394476710951879643e-10 2.542244640254236228e-10 4.405149643669392410e-10 7.259846189324073182e-10 1.138661683547747572e-09 1.700715882293616066e-09 2.420479089378752391e-09 3.284436048040116167e-09 4.251702749403412690e-09 5.253579960669793160e-09 6.199827068100075383e-09 6.991459502233815734e-09 7.537702655403133579e-09 7.773072501493259003e-09 7.670125590573748048e-09 7.244486118888003066e-09 6.550958269437458284e-09 5.672054780450957224e-09 4.702220365031736639e-09 3.731801541682543797e-09 2.834314351208070865e-09 2.059148801291783455e-09 1.430121847796287027e-09 9.488220467231062905e-10 6.008386359709569947e-10 3.628201586310178270e-10 2.087177046708220188e-10 1.142668704643309732e-10 5.947406937238761831e-11 2.939927080346747878e-11 1.378830421390291097e-11 6.129536183538703104e-12 2.580360800587552064e-12 1.027735942070408860e-12 3.869571437089362847e-13 1.376183709506109914e-13 4.619491003858661001e-14 1.462538942515365995e-14 4.364420753583001391e-15 1.226817577932830749e-15 3.246483650932116649e-16 8.083296004231713280e-17 1.892708531237645193e-17 4.165738626996693163e-18 8.614314363056161123e-19 1.672980772649164883e-19 3.050260270524718145e-20 5.219214953259252818e-21 8.378268091180852603e-22 1.261402742779600681e-22 1.780672380667210989e-23 2.356325719481311992e-24 2.922183216211834711e-25 3.395541404378547797e-26
2.656808339208991322e-25 2.263048206485951837e-24 1.805323065228634417e-23 1.349065513930774063e-22 9.445567924517886269e-22 6.197997546994094377e-21 3.812648497714348302e-20 2.199334669389523193e-19 1.190136024838090714e-18 6.043792767471444262e-18 2.881466271850007892e-17 1.290354728854705942e-16 5.430188297896993560e-16 2.148661464065995220e-15 7.998791630402373157e-15 2.803229913940604228e-14 9.254731808045323292e-14 2.880379335962342138e-13 8.457493572980478709e-13 2.344652203307021811e-12 6.141987665971392716e-12 1.521560463474723962e-11 3.567619833613335509e-11 7.923841264774559894e-11 1.668458033645330012e-10 3.333220354269829396e-10 6.322934721440828000e-10 1.139735850444593197e-09 1.953588521085483161e-09 3.186442358629782116e-09 4.948955059335254247e-09 7.323819948677353535e-09 1.033368126134409246e-08 1.391037630199631537e-08 1.787559584467827242e-08 2.194270757490232720e-08 2.574518184489251952e-08 2.888955149777706154e-08 3.102258223091058318e-08 3.189656794373939562e-08 3.141593499952293913e-08 2.965320118924605532e-08 2.683104744224044358e-08 2.327659435304081798e-08 1.936070106325589551e-08 1.543732591951362163e-08 1.179569563454203746e-08 8.632738070328468454e-09 6.047092099353731127e-09 4.050904675969119824e-09 2.592660516143678049e-09 1.583681383376179443e-09 9.222147865972501716e-10 5.113735687840165241e-10 2.697018105320242762e-10 1.351366965047621183e-10 6.425769691197968660e-11 2.896523683268674756e-11 1.236485197673735726e-11 4.993951443832749935e-12 1.906563259859764462e-12 6.874508149100734413e-13 2.339218762041282402e-13 7.506135715840849472e-14 2.269745081347962789e-14 6.463557457928444281e-15 1.732358265306311069e-15 4.367481013500320926e-16 1.035199855215296451e-16 2.305717165463112347e-17 4.823703916083422415e-18 9.474727678152897294e-19 1.746613741054204708e-19 3.020763754443062404e-20 4.899870277546427273e-21 7.451956485398986101e-22 1.062319264332400842e-22 1.419156930798389643e-23 1.776224503204239021e-24 2.082418628536297321e-25
1.539390642140952170e-24 1.299416806992075171e-23 1.026912738173785240e-22 7.599587815795992655e-22 5.267625334666668875e-21 3.420715121898585054e-20 2.081699431120337993e-19 1.187556666347741762e-18 6.352978896155060971e-18 3.188272653329444227e-17 1.501670240125636266e-16 6.641098633012531043e-16 2.759159263949285578e-15 1.077534699246454110e-14 3.957956872464220876e-14 1.368312835992472295e-13 4.455380245121251071e-13 1.367413526023046058e-12 3.958948428921420651e-12 1.082155723906363370e-11 2.795163734510831025e-11 6.828392022267175743e-11 1.579113481624315990e-10 3.460038463745163147e-10 7.189594443222670142e-10 1.417936794853410628e-09 2.656428478851911307e-09 4.731213521792372389e-09 8.016940852676147750e-09 1.293362647387702110e-08 1.987966142980790793e-08 2.913180981289350375e-08 4.072712835869155236e-08 5.435570115197274007e-08 6.930120110518481032e-08 8.446251757678446648e-08 9.847177919387964997e-08 1.098960227479302717e-07 1.174811679773946549e-07 1.203793363389602153e-07 1.183017714368941275e-07 1.115599228549107732e-07 1.009890181154304780e-07 8.777985841429347293e-08 7.326509071815688119e-08 5.871078455485210126e-08 4.515426785436650321e-08 3.331084754397229502e-08 2.355236246799089241e-08 1.594492891241770187e-08 1.032438649276592946e-08 6.385989118900632710e-09 3.768386358750065543e-09 2.118731918054278109e-09 1.133503645189824993e-09 5.762926536481100019e-10 2.781026664861199603e-10 1.272343725643106271e-10 5.512715100678143789e-11 2.259659766715062097e-11 8.754295484581132243e-12 3.202673565197519746e-12 1.105495638930361070e-12 3.597650800935090908e-13 1.103028710695304540e-13 3.183982060221934404e-14 8.647708880731433865e-15 2.208656100350302552e-15 5.301757022871230777e-16 1.195532764045311133e-16 2.531364025159160224e-17 5.030557534238465308e-18 9.379454713823228494e-19 1.640153245007415123e-19 2.689026905556812396e-20 4.132193390378543613e-21 5.950088635667278611e-22 8.026329941813389284e-23 1.014063310215797645e-23 1.199722742570089735e-24
8.383064785053171688e-24 7.011269914040404487e-23 5.488130111907316782e-22 4.021310707606483563e-21 2.758794003298044890e-20 1.772493344459017897e-19 1.066798979984879060e-18 6.016544930240931448e-18 3.180744128371007049e-17 1.576869118252552630e-16 7.333912355752859323e-16 3.201530975504826804e-15 1.312480209465456197e-14 5.055866653274144926e-14 1.831240970226961916e-13 6.240892014915135378e-13 2.002757051575775183e-12 6.056803195682002526e-12 1.727697208429113016e-11 4.652598198663498473e-11 1.183961123379393183e-10 2.849797774857735519e-10 6.494575787036729666e-10 1.402721829592693966e-09 2.874037338432566227e-09 5.591340811718682312e-09 1.033777416160440230e-08 1.817983930189987312e-08 3.043326427612336063e-08 4.853187594926800148e-08 7.377938152475609558e-08 1.069970521126787335e-07 1.481266547470475659e-07 1.958922405830783848e-07 2.476448274656342864e-07 2.994921190204217535e-07 3.467474917455478741e-07 3.846362068230016532e-07 4.091069316474439531e-07 4.175502751110334943e-07 4.092444359853806630e-07 3.854255835969907759e-07 3.489871743876873201e-07 3.039083147188164565e-07 2.545654352441036125e-07 2.050835168916542490e-07 1.588434589465202049e-07 1.182031258802485831e-07 8.443296388004780059e-08 5.782624427439019168e-08 3.792270983186773361e-08 2.378021062456688318e-08 1.423728722093712675e-08 8.126082544227010667e-09 4.415054293396511390e-09 2.280205157664895472e-09 1.117915797182640936e-09 5.196276225502920649e-10 2.287241045745609494e-10 9.523448004553399691e-11 3.747146574291569125e-11 1.391958029732390160e-11 4.877485235637393357e-12 1.610881291169595375e-12 5.010810165541220424e-13 1.467006231091079865e-13 4.039803684479713592e-14 1.045774435793579182e-14 2.543487522733684159e-15 5.809215881329998295e-16 1.245378459151275020e-16 2.504937849439869070e-17 4.725367032961406067e-18 8.357240258236463300e-19 1.385282910042834973e-19 2.151467320908608120e-20 3.129942176145208035e-21 4.264215366900985202e-22 5.439384960166063888e-23 6.495084135542952867e-24
