6.250390162017343853e-06 1.211098049919924190e-05 2.219767646602341968e-05 3.867541909058039323e-05 6.439634378744130258e-05 1.029885961022210348e-04 1.588547886350925539e-04 2.368966843225415076e-04 3.417236801675569823e-04 4.762122780571196473e-04 6.396240787574030383e-04 8.259425116312419041e-04 1.023347258926146988e-03 1.215500978289922162e-03 1.384549587799913236e-03 1.514830989305374380e-03 1.595856923017588023e-03 1.623535769692393323e-03 1.599602998731673850e-03 1.530117074050899419e-03 1.424041453658669030e-03 1.292338786174177922e-03 1.147225668247218826e-03 1.000955638116024417e-03 8.639362729987841048e-04 7.427505665150922450e-04 6.390845449481816817e-04 5.502727755022869321e-04 4.713324516919683671e-04 3.975448663839661976e-04 3.264004766896566254e-04 2.581668170461932834e-04 1.951218563150472225e-04 1.401104612826588379e-04 9.522194883112678843e-05 6.109951065138178130e-05 3.695499113800894474e-05 2.104482463328125684e-05 1.127316256903633430e-05 5.675287652983198786e-06
1.191764667545166682e-05 2.232468430234410027e-05 3.952647186991208213e-05 6.654707427688275197e-05 1.072660191029120683e-04 1.666532776514522904e-04 2.509401086838975001e-04 3.673456026977556222e-04 5.228624900048132237e-04 7.218543400790626390e-04 9.629073793824768652e-04 1.236214459502698714e-03 1.523125766158529588e-03 1.798856532366738953e-03 2.037799059310979165e-03 2.219327717951037702e-03 2.331549783098300650e-03 2.371622696290239755e-03 2.343321836307759795e-03 2.254036582927701829e-03 2.113214704474847359e-03 1.932658979846358423e-03 1.727318638476753711e-03 1.514680394016438203e-03 1.311919243011239102e-03 1.131776290102820158e-03 9.793359116483995805e-04 8.516095191130481452e-04 7.402893054004247705e-04 6.362675253305790984e-04 5.336674646182999271e-04 4.316458682008767291e-04 3.336188542900035822e-04 2.448716405660288434e-04 1.700167472544614807e-04 1.114012343694309123e-04 6.878835087038114970e-05 3.998951056001490601e-05 2.186898089204882372e-05 1.124079480900001200e-05
2.139829746311846219e-05 3.867093250443304680e-05 6.596455022756181688e-05 1.069936443441604220e-04 1.664682440582188039e-04 2.507098088120988943e-04 3.682596036531985122e-04 5.297065577122412033e-04 7.457958768095452684e-04 1.023442287221644096e-03 1.360592434434011646e-03 1.742289988684886512e-03 2.140662800473984179e-03 2.520103050396503477e-03 2.846098934978367762e-03 3.093731632691341330e-03 3.251682881619525310e-03 3.320203808422840259e-03 3.305262508672795942e-03 3.213331225220764174e-03 3.050327237635901655e-03 2.824808713954016400e-03 2.552193052013177095e-03 2.255887539169438953e-03 1.963302946436232873e-03 1.698216239909611279e-03 1.473495566260551049e-03 1.288193361968843764e-03 1.130542451431414174e-03 9.850908560304692634e-04 8.401558039049766401e-04 6.920981709206003047e-04 5.451192913599394807e-04 4.077515045576323620e-04 2.884797451727228032e-04 1.926043767966985798e-04 1.212007901426676222e-04 7.182682542072936580e-05 4.005907988900204059e-05 2.100829821146736701e-05
3.635165866155596563e-05 6.328349302080095299e-05 1.037785633825138396e-04 1.617341743324808719e-04 2.422327449131813444e-04 3.529525439657225819e-04 5.055936817361543273e-04 7.158522043506340736e-04 1.000351899391450656e-03 1.370127495603944666e-03 1.822565843726866317e-03 2.335843456686844798e-03 2.870021546796495612e-03 3.376130539682474247e-03 3.809934116208822143e-03 4.143596941318950129e-03 4.369048508720585998e-03 4.491715612831522798e-03 4.519427807972471386e-03 4.454313642668864849e-03 4.293132974922086488e-03 4.035429841348366076e-03 3.693441020971985865e-03 3.296455964270025591e-03 2.885802825475207098e-03 2.502371820592470472e-03 2.173056631550304273e-03 1.903177601816561900e-03 1.678577986025542789e-03 1.475736772056723519e-03 1.274163657338305781e-03 1.064886433053311007e-03 8.518865280985635181e-04 6.475274017927978810e-04 4.656671939060384280e-04 3.161337597520534962e-04 2.023827577848486253e-04 1.220986329027247852e-04 6.937723719381276469e-05 3.709640752192504460e-05
5.876724806960885591e-05 9.851940516628017496e-05 1.551820989928276537e-04 2.320335261241968680e-04 3.339880991643442857e-04 4.703746910995452329e-04 6.575608822243084314e-04 9.188989349376069579e-04 1.279630165579626966e-03 1.756618997992026414e-03 2.346430035995943682e-03 3.018085353256845429e-03 3.716273615589754491e-03 4.375951304072337941e-03 4.942383885233501799e-03 5.386253100645041481e-03 5.705329101506822348e-03 5.912125240283483928e-03 6.015928554881001637e-03 6.011249218986105917e-03 5.880307476478424840e-03 5.607824790188611561e-03 5.198548243609029534e-03 4.686396240626034514e-03 4.129108177246951748e-03 3.590371850676629152e-03 3.118139533616210487e-03 2.729877687372140455e-03 2.411779481401346483e-03 2.131434628174467931e-03 1.856442404327207597e-03 1.569197500967795065e-03 1.271615500775156397e-03 9.799784717991774727e-04 7.149582271195477996e-04 4.927098958215262543e-04 3.204419034878364428e-04 1.965898434852683912e-04 1.137121561473217283e-04 6.196097984654959747e-05
9.100227580741791365e-05 1.471317516612333351e-04 2.228994397803791411e-04 3.201164279953578598e-04 4.432762996737827396e-04 6.042937408008753914e-04 8.264823249041345406e-04 1.143895456007481583e-03 1.593023807414745575e-03 2.197570854690997482e-03 2.952105995563066021e-03 3.813565460765634078e-03 4.707763640890332349e-03 5.550858560641542400e-03 6.276549505319805287e-03 6.854682458977361288e-03 7.290513529176141476e-03 7.605184264346742488e-03 7.809908240883332332e-03 7.890482550235892317e-03 7.811942534783765553e-03 7.540390304826691779e-03 7.068938876267686321e-03 6.432965301643383572e-03 5.706031827836156693e-03 4.977659851477458583e-03 4.322996787702902861e-03 3.778626610966718397e-03 3.336017945553616890e-03 2.954992395757471534e-03 2.588928034155109619e-03 2.207876600940346639e-03 1.808811390702791530e-03 1.411050143098399948e-03 1.042988370313840257e-03 7.288335793649167388e-04 4.811203185378264070e-04 2.999464608888258469e-04 1.765340011707338666e-04 9.800030498686044329e-05
1.358747139287586612e-04 2.126617335877172671e-04 3.112352859719667397e-04 4.314674373589897846e-04 5.779004089769615698e-04 7.668013663685178862e-04 1.031150839790069941e-03 1.418309570286537154e-03 1.977243080293440789e-03 2.737653392681467252e-03 3.689524986135382569e-03 4.774403895865150273e-03 5.896245518755264918e-03 6.950259184516288831e-03 7.857297059696156938e-03 8.585894778778862743e-03 9.149221191849745208e-03 9.578527340688168523e-03 9.889373468557626640e-03 1.006152725221371759e-02 1.004452880092856180e-02 9.785147343701705233e-03 9.261072819888667776e-03 8.503240690943155572e-03 7.595699334628885392e-03 6.652143989475888496e-03 5.778452417369283993e-03 5.037708716957608850e-03 4.434349513765830850e-03 3.924949354952501045e-03 3.448691039639802114e-03 2.960077029628332967e-03 2.447250565497095538e-03 1.930061405013735283e-03 1.444141681328047497e-03 1.022697988687243549e-03 6.849847977190019928e-04 4.338759472239222528e-04 2.598198143547416814e-04 1.469599253540392709e-04
1.967072462244615408e-04 2.997915914642207977e-04 4.270428625372135094e-04 5.767379413063175239e-04 7.549339020873291556e-04 9.846655824981692933e-04 1.310915282166222849e-03 1.795145964569423410e-03 2.497132123907878747e-03 3.448855795088870413e-03 4.631522781007654278e-03 5.968247699614902778e-03 7.339760974909076072e-03 8.619895290664862653e-03 9.716133477137046948e-03 1.059491691438155421e-02 1.127728030168650454e-02 1.180665162247027632e-02 1.220766166017008859e-02 1.246037221093216664e-02 1.250425359743671458e-02 1.226836471230949646e-02 1.171099431639877932e-02 1.084969776932019625e-02 9.768488498944596227e-03 8.597928360013806434e-03 7.474196009750731264e-03 6.493603279459365073e-03 5.684065595511603002e-03 5.008239677506472198e-03 4.395639108148208934e-03 3.784391641184649876e-03 3.149719717484973387e-03 2.507515955377417893e-03 1.897696599620896487e-03 1.361485433459406775e-03 9.252516530853425146e-04 5.955769109706034268e-04 3.630126883890670629e-04 2.092945837341205894e-04
2.770825189641300257e-04 4.141219455045807045e-04 5.795019745946575337e-04 7.712944057774068522e-04 9.994537622666041943e-04 1.296276696090781656e-03 1.719662442249499882e-03 2.342949089579291887e-03 3.231197585729834749e-03 4.411674376581840341e-03 5.851243146425627595e-03 7.452556031436316161e-03 9.074514192777945187e-03 1.057237989039861055e-02 1.184231750033972082e-02 1.284939812615912107e-02 1.362327320139103924e-02 1.422236141652007298e-02 1.468618567542522187e-02 1.500277201817113402e-02 1.510811217695987724e-02 1.491572116808865568e-02 1.436005777815948375e-02 1.343448743308740465e-02 1.220882281527797993e-02 1.081807386187190814e-02 9.423192775418339287e-03 8.157632635694545345e-03 7.084467062005783862e-03 6.186708513805229230e-03 5.395233269638539074e-03 4.636138695086232213e-03 3.869605324317674198e-03 3.101852981160605014e-03 2.371118117720789030e-03 1.722547776415510063e-03 1.187874425737405620e-03 7.773785051465878721e-04 4.825631972099438311e-04 2.837714762966422541e-04
3.800461935090228109e-04 5.608368445682433527e-04 7.777553291860440747e-04 1.030959309810548872e-03 1.337145328973088874e-03 1.739748740225692970e-03 2.308417366192702571e-03 3.122820925083711566e-03 4.244148848682734003e-03 5.685241373198992275e-03 7.392268335010898812e-03 9.246890358804913529e-03 1.109101130362325459e-02 1.276859886145766468e-02 1.417088970626621466e-02 1.526544139341392582e-02 1.609257665864791478e-02 1.672803737492066511e-02 1.723039818798299816e-02 1.760133086673535546e-02 1.777846706913112362e-02 1.766162060270250536e-02 1.715788674974978723e-02 1.622682790842182310e-02 1.490960371363630327e-02 1.332996140358844173e-02 1.166208114555690109e-02 1.007431039391016615e-02 8.673750543533453525e-03 7.480554154609726433e-03 6.444778732149655104e-03 5.492536296400105100e-03 4.572033359711773909e-03 3.675260995744831713e-03 2.830696409833912200e-03 2.079864359886729637e-03 1.455058499262913956e-03 9.684112684837330436e-04 6.125713779803952609e-04 3.676134792173775642e-04
